Algorithm,ExecuteTime,ExploredCells,TotalPath,ShortestPath,Length,MapType,Success
breadthFirst,0.00401616096496582,285,285,22,27,BaseMap,True
bestFirst,0.004011869430541992,40,40,41,27,BaseMap,True
greedyBestFirst,0.007684469223022461,43,43,27,27,BaseMap,True
AStar,0.006006479263305664,43,43,27,27,BaseMap,True
depthFirst,0.014222860336303711,33,33,34,27,ParabolicMap,True
breadthFirst,0.025417089462280273,663,663,18,27,ParabolicMap,True
bestFirst,0.01260519027709961,33,33,34,27,ParabolicMap,True
greedyBestFirst,0.015722274780273438,45,45,33,27,ParabolicMap,True
AStar,0.017430782318115234,45,45,33,27,ParabolicMap,True
depthFirst,0.0014491081237792969,23,38,41,27,VaryingMap,True
breadthFirst,0.013667821884155273,703,1391,0,27,VaryingMap,False
bestFirst,0.024623870849609375,267,267,24,27,VaryingMap,True
greedyBestFirst,0.011188268661499023,51,87,49,27,VaryingMap,True
AStar,0.010882854461669922,49,60,42,27,VaryingMap,True
depthFirst,0.0010006427764892578,69,69,63,27,LimitMap,True
breadthFirst,0.00099945068359375,192,192,17,27,LimitMap,True
bestFirst,0.0010004043579101562,71,71,63,27,LimitMap,True
greedyBestFirst,0.0,30,30,20,27,LimitMap,True
AStar,0.0,30,30,20,27,LimitMap,True
depthFirst,0.010615825653076172,760,1515,254,27,IdealMap,True
breadthFirst,0.01630234718322754,1487,2980,51,27,IdealMap,True
bestFirst,0.053999900817871094,1101,1866,51,27,IdealMap,True
greedyBestFirst,0.0010364055633544922,31,49,42,27,IdealMap,True
AStar,0.0010509490966796875,34,51,42,27,IdealMap,True
depthFirst,0.002507448196411133,26,26,27,27,BaseMap,True
breadthFirst,0.0019991397857666016,180,180,14,27,BaseMap,True
bestFirst,0.0021462440490722656,26,26,27,27,BaseMap,True
greedyBestFirst,0.004545450210571289,35,35,20,27,BaseMap,True
AStar,0.003013134002685547,35,35,20,27,BaseMap,True
depthFirst,0.010698080062866211,30,30,31,27,ParabolicMap,True
breadthFirst,0.01929783821105957,554,554,16,27,ParabolicMap,True
bestFirst,0.008710861206054688,30,30,31,27,ParabolicMap,True
greedyBestFirst,0.015177249908447266,49,49,28,27,ParabolicMap,True
AStar,0.017210960388183594,49,49,28,27,ParabolicMap,True
depthFirst,0.002116680145263672,25,48,51,27,VaryingMap,True
breadthFirst,0.01266622543334961,668,1320,39,27,VaryingMap,True
bestFirst,0.02092909812927246,252,252,22,27,VaryingMap,True
greedyBestFirst,0.009247779846191406,52,96,57,27,VaryingMap,True
AStar,0.01067805290222168,46,59,48,27,VaryingMap,True
depthFirst,0.0010402202606201172,46,46,43,27,LimitMap,True
breadthFirst,0.0016336441040039062,272,272,23,27,LimitMap,True
bestFirst,0.001064300537109375,48,48,46,27,LimitMap,True
greedyBestFirst,0.0009136199951171875,25,25,25,27,LimitMap,True
AStar,0.0010647773742675781,25,25,25,27,LimitMap,True
depthFirst,0.008608818054199219,739,1470,150,27,IdealMap,True
breadthFirst,0.008603096008300781,822,1622,31,27,IdealMap,True
bestFirst,0.009642839431762695,316,432,24,27,IdealMap,True
greedyBestFirst,0.0009937286376953125,15,28,29,27,IdealMap,True
AStar,0.0,16,27,27,27,IdealMap,True
depthFirst,0.005018711090087891,39,39,40,27,BaseMap,True
breadthFirst,0.0036323070526123047,264,264,21,27,BaseMap,True
bestFirst,0.0020873546600341797,40,40,40,27,BaseMap,True
greedyBestFirst,0.004970550537109375,39,39,26,27,BaseMap,True
AStar,0.0050809383392333984,39,39,26,27,BaseMap,True
depthFirst,0.01726698875427246,38,38,39,27,ParabolicMap,True
breadthFirst,0.03046560287475586,770,770,20,27,ParabolicMap,True
bestFirst,0.017046213150024414,38,38,39,27,ParabolicMap,True
greedyBestFirst,0.034082889556884766,78,78,37,27,ParabolicMap,True
AStar,0.03551435470581055,78,78,37,27,ParabolicMap,True
depthFirst,0.0020456314086914062,24,44,47,27,VaryingMap,True
breadthFirst,0.021160125732421875,703,1391,0,27,VaryingMap,False
bestFirst,0.036535024642944336,271,271,25,27,VaryingMap,True
greedyBestFirst,0.00969386100769043,51,97,64,27,VaryingMap,True
AStar,0.01100611686706543,50,85,58,27,VaryingMap,True
depthFirst,0.0012454986572265625,82,82,73,27,LimitMap,True
breadthFirst,0.001998424530029297,272,272,23,27,LimitMap,True
bestFirst,0.0009999275207519531,74,74,62,27,LimitMap,True
greedyBestFirst,0.0,27,27,23,27,LimitMap,True
AStar,0.0010762214660644531,27,27,23,27,LimitMap,True
depthFirst,0.010691404342651367,999,2017,107,27,IdealMap,True
breadthFirst,0.008765220642089844,858,1694,33,27,IdealMap,True
bestFirst,0.018174171447753906,514,749,28,27,IdealMap,True
greedyBestFirst,0.0,16,28,31,27,IdealMap,True
AStar,0.0,16,28,31,27,IdealMap,True
depthFirst,0.0035505294799804688,29,29,30,27,BaseMap,True
breadthFirst,0.006654500961303711,198,198,16,27,BaseMap,True
bestFirst,0.004003763198852539,29,29,30,27,BaseMap,True
greedyBestFirst,0.0026311874389648438,18,18,18,27,BaseMap,True
AStar,0.0030548572540283203,18,18,18,27,BaseMap,True
depthFirst,0.026833772659301758,52,52,53,27,ParabolicMap,True
breadthFirst,0.03876781463623047,1054,1054,27,27,ParabolicMap,True
bestFirst,0.0255739688873291,52,52,53,27,ParabolicMap,True
greedyBestFirst,0.04416513442993164,68,68,47,27,ParabolicMap,True
AStar,0.045945167541503906,68,68,47,27,ParabolicMap,True
depthFirst,0.002014636993408203,27,55,58,27,VaryingMap,True
breadthFirst,0.016973018646240234,703,1400,0,27,VaryingMap,False
bestFirst,0.03515815734863281,315,315,31,27,VaryingMap,True
greedyBestFirst,0.009678363800048828,54,108,75,27,VaryingMap,True
AStar,0.014417171478271484,58,81,63,27,VaryingMap,True
depthFirst,0.000980377197265625,86,86,61,27,LimitMap,True
breadthFirst,0.0015780925750732422,241,241,20,27,LimitMap,True
bestFirst,0.0010476112365722656,97,97,70,27,LimitMap,True
greedyBestFirst,0.0009639263153076172,20,20,21,27,LimitMap,True
AStar,0.0,20,20,21,27,LimitMap,True
depthFirst,0.0039997100830078125,325,669,159,27,IdealMap,True
breadthFirst,0.009627580642700195,819,1622,30,27,IdealMap,True
bestFirst,0.007724285125732422,292,402,21,27,IdealMap,True
greedyBestFirst,0.0009484291076660156,20,39,33,27,IdealMap,True
AStar,0.0,25,43,34,27,IdealMap,True
depthFirst,0.0022041797637939453,30,30,31,27,BaseMap,True
breadthFirst,0.003541707992553711,223,223,17,27,BaseMap,True
bestFirst,0.0020399093627929688,30,30,31,27,BaseMap,True
greedyBestFirst,0.002011537551879883,20,20,18,27,BaseMap,True
AStar,0.0019974708557128906,20,20,18,27,BaseMap,True
depthFirst,0.028973817825317383,50,50,51,27,ParabolicMap,True
breadthFirst,0.034952640533447266,1031,1031,26,27,ParabolicMap,True
bestFirst,0.038285017013549805,50,50,51,27,ParabolicMap,True
greedyBestFirst,0.0502476692199707,76,76,43,27,ParabolicMap,True
AStar,0.06638669967651367,76,76,43,27,ParabolicMap,True
depthFirst,0.0041735172271728516,21,43,44,27,VaryingMap,True
breadthFirst,0.01378321647644043,676,1344,38,27,VaryingMap,True
bestFirst,0.041957855224609375,250,250,23,27,VaryingMap,True
greedyBestFirst,0.007904052734375,36,71,55,27,VaryingMap,True
AStar,0.010823965072631836,36,51,45,27,VaryingMap,True
depthFirst,0.0036003589630126953,130,130,47,27,LimitMap,True
breadthFirst,0.0010256767272949219,222,222,19,27,LimitMap,True
bestFirst,0.0010294914245605469,85,85,59,27,LimitMap,True
greedyBestFirst,0.0,25,25,20,27,LimitMap,True
AStar,0.0010504722595214844,25,25,20,27,LimitMap,True
depthFirst,0.0,20,39,31,27,IdealMap,True
breadthFirst,0.00970458984375,754,1504,31,27,IdealMap,True
bestFirst,0.025566816329956055,627,978,29,27,IdealMap,True
greedyBestFirst,0.0,16,32,30,27,IdealMap,True
AStar,0.0010085105895996094,17,31,28,27,IdealMap,True
depthFirst,0.0010056495666503906,29,29,29,27,BaseMap,True
breadthFirst,0.003537893295288086,185,185,15,27,BaseMap,True
bestFirst,0.0031061172485351562,29,29,29,27,BaseMap,True
greedyBestFirst,0.004034280776977539,32,32,21,27,BaseMap,True
AStar,0.002684354782104492,32,32,21,27,BaseMap,True
depthFirst,0.026175975799560547,48,48,49,27,ParabolicMap,True
breadthFirst,0.04960346221923828,997,997,25,27,ParabolicMap,True
bestFirst,0.023599863052368164,48,48,49,27,ParabolicMap,True
greedyBestFirst,0.04116940498352051,67,67,40,27,ParabolicMap,True
AStar,0.04891777038574219,67,67,40,27,ParabolicMap,True
depthFirst,0.003748178482055664,24,49,50,27,VaryingMap,True
breadthFirst,0.015496253967285156,703,1405,0,27,VaryingMap,False
bestFirst,0.02821803092956543,281,281,27,27,VaryingMap,True
greedyBestFirst,0.016709089279174805,43,87,72,27,VaryingMap,True
AStar,0.01938152313232422,56,82,55,27,VaryingMap,True
depthFirst,0.0010042190551757812,88,88,73,27,LimitMap,True
breadthFirst,0.001016378402709961,256,256,22,27,LimitMap,True
bestFirst,0.002004861831665039,130,130,79,27,LimitMap,True
greedyBestFirst,0.0,23,23,22,27,LimitMap,True
AStar,0.0009992122650146484,23,23,22,27,LimitMap,True
depthFirst,0.013566017150878906,820,1623,142,27,IdealMap,True
breadthFirst,0.01284337043762207,1125,2215,39,27,IdealMap,True
bestFirst,0.017763376235961914,507,733,32,27,IdealMap,True
greedyBestFirst,0.0,24,44,38,27,IdealMap,True
AStar,0.0012340545654296875,26,43,39,27,IdealMap,True
depthFirst,0.004688262939453125,47,47,47,27,BaseMap,True
breadthFirst,0.004001617431640625,310,310,24,27,BaseMap,True
bestFirst,0.0035610198974609375,47,47,47,27,BaseMap,True
greedyBestFirst,0.0040302276611328125,42,42,31,27,BaseMap,True
AStar,0.0051534175872802734,42,42,31,27,BaseMap,True
depthFirst,0.008702516555786133,26,26,27,27,ParabolicMap,True
breadthFirst,0.019265413284301758,496,496,14,27,ParabolicMap,True
bestFirst,0.009602785110473633,26,26,27,27,ParabolicMap,True
greedyBestFirst,0.014451265335083008,45,45,24,27,ParabolicMap,True
AStar,0.013657808303833008,45,45,24,27,ParabolicMap,True
depthFirst,0.0010142326354980469,21,40,42,27,VaryingMap,True
breadthFirst,0.011112451553344727,622,1234,43,27,VaryingMap,True
bestFirst,0.01887369155883789,234,234,22,27,VaryingMap,True
greedyBestFirst,0.008066415786743164,45,81,54,27,VaryingMap,True
AStar,0.009665489196777344,44,58,38,27,VaryingMap,True
depthFirst,0.0006225109100341797,54,54,49,27,LimitMap,True
breadthFirst,0.0008864402770996094,274,274,23,27,LimitMap,True
bestFirst,0.0009996891021728516,71,71,64,27,LimitMap,True
greedyBestFirst,0.0010030269622802734,28,28,27,27,LimitMap,True
AStar,0.0010633468627929688,28,28,27,27,LimitMap,True
depthFirst,0.0011091232299804688,126,251,52,27,IdealMap,True
breadthFirst,0.009503364562988281,827,1627,29,27,IdealMap,True
bestFirst,0.02241039276123047,567,782,29,27,IdealMap,True
greedyBestFirst,0.0,16,32,34,27,IdealMap,True
AStar,0.0,17,31,32,27,IdealMap,True
depthFirst,0.004091978073120117,46,46,47,27,BaseMap,True
breadthFirst,0.005081892013549805,320,320,25,27,BaseMap,True
bestFirst,0.004999876022338867,46,46,47,27,BaseMap,True
greedyBestFirst,0.006163358688354492,47,47,35,27,BaseMap,True
AStar,0.007023811340332031,47,47,35,27,BaseMap,True
depthFirst,0.013627052307128906,37,37,38,27,ParabolicMap,True
breadthFirst,0.03582572937011719,779,779,20,27,ParabolicMap,True
bestFirst,0.01728677749633789,37,37,38,27,ParabolicMap,True
greedyBestFirst,0.022424936294555664,54,54,33,27,ParabolicMap,True
AStar,0.023797035217285156,54,54,33,27,ParabolicMap,True
depthFirst,0.0019979476928710938,25,53,55,27,VaryingMap,True
breadthFirst,0.01373744010925293,703,1399,0,27,VaryingMap,False
bestFirst,0.037781476974487305,317,317,30,27,VaryingMap,True
greedyBestFirst,0.012202262878417969,52,94,69,27,VaryingMap,True
AStar,0.01658487319946289,65,93,64,27,VaryingMap,True
depthFirst,0.0,38,38,38,27,LimitMap,True
breadthFirst,0.002164125442504883,338,338,28,27,LimitMap,True
bestFirst,0.0,57,57,52,27,LimitMap,True
greedyBestFirst,0.0,37,37,29,27,LimitMap,True
AStar,0.0010671615600585938,37,37,29,27,LimitMap,True
depthFirst,0.002399921417236328,144,287,140,27,IdealMap,True
breadthFirst,0.009641885757446289,903,1798,36,27,IdealMap,True
bestFirst,0.017395734786987305,495,710,29,27,IdealMap,True
greedyBestFirst,0.000957489013671875,18,32,33,27,IdealMap,True
AStar,0.0,26,43,37,27,IdealMap,True
depthFirst,0.010671854019165039,42,42,43,27,BaseMap,True
breadthFirst,0.004080057144165039,300,300,23,27,BaseMap,True
bestFirst,0.009634017944335938,42,42,43,27,BaseMap,True
greedyBestFirst,0.003086566925048828,35,35,28,27,BaseMap,True
AStar,0.003985404968261719,35,35,28,27,BaseMap,True
depthFirst,0.017238378524780273,39,39,40,27,ParabolicMap,True
breadthFirst,0.037821292877197266,823,823,21,27,ParabolicMap,True
bestFirst,0.015256881713867188,39,39,40,27,ParabolicMap,True
greedyBestFirst,0.0345611572265625,63,63,35,27,ParabolicMap,True
AStar,0.04108238220214844,63,63,35,27,ParabolicMap,True
depthFirst,0.0010755062103271484,17,34,36,27,VaryingMap,True
breadthFirst,0.010608673095703125,522,1030,29,27,VaryingMap,True
bestFirst,0.016714811325073242,200,200,19,27,VaryingMap,True
greedyBestFirst,0.004576683044433594,31,56,45,27,VaryingMap,True
AStar,0.00865793228149414,46,67,39,27,VaryingMap,True
depthFirst,0.0020339488983154297,141,141,92,27,LimitMap,True
breadthFirst,0.0010609626770019531,180,180,16,27,LimitMap,True
bestFirst,0.004461050033569336,267,267,36,27,LimitMap,True
greedyBestFirst,0.001005411148071289,16,16,17,27,LimitMap,True
AStar,0.0,16,16,17,27,LimitMap,True
depthFirst,0.007132768630981445,692,1405,79,27,IdealMap,True
breadthFirst,0.01217031478881836,1068,2145,43,27,IdealMap,True
bestFirst,0.009769201278686523,344,497,36,27,IdealMap,True
greedyBestFirst,0.0010783672332763672,20,40,41,27,IdealMap,True
AStar,0.0,23,41,40,27,IdealMap,True
depthFirst,0.003561735153198242,32,32,33,27,BaseMap,True
breadthFirst,0.004002571105957031,212,212,17,27,BaseMap,True
bestFirst,0.0019986629486083984,32,32,33,27,BaseMap,True
greedyBestFirst,0.0035600662231445312,30,30,22,27,BaseMap,True
AStar,0.004000663757324219,30,30,22,27,BaseMap,True
depthFirst,0.01921558380126953,46,46,47,27,ParabolicMap,True
breadthFirst,0.03406834602355957,948,948,24,27,ParabolicMap,True
bestFirst,0.019884109497070312,46,46,47,27,ParabolicMap,True
greedyBestFirst,0.0427093505859375,69,69,40,27,ParabolicMap,True
AStar,0.04736638069152832,69,69,40,27,ParabolicMap,True
depthFirst,0.0019981861114501953,16,35,37,27,VaryingMap,True
breadthFirst,0.008590936660766602,482,955,31,27,VaryingMap,True
bestFirst,0.012681961059570312,181,181,19,27,VaryingMap,True
greedyBestFirst,0.004251718521118164,31,64,50,27,VaryingMap,True
AStar,0.005529880523681641,39,59,43,27,VaryingMap,True
depthFirst,0.0009813308715820312,99,99,62,27,LimitMap,True
breadthFirst,0.0010235309600830078,231,231,20,27,LimitMap,True
bestFirst,0.0019104480743408203,199,199,67,27,LimitMap,True
greedyBestFirst,0.0,19,19,20,27,LimitMap,True
AStar,0.0,19,19,20,27,LimitMap,True
depthFirst,0.004508018493652344,429,867,104,27,IdealMap,True
breadthFirst,0.01920628547668457,1357,2708,39,27,IdealMap,True
bestFirst,0.04457426071166992,860,1269,51,27,IdealMap,True
greedyBestFirst,0.0009644031524658203,27,46,43,27,IdealMap,True
AStar,0.0,27,40,39,27,IdealMap,True
depthFirst,0.0048177242279052734,51,51,51,27,BaseMap,True
breadthFirst,0.016352415084838867,351,351,27,27,BaseMap,True
bestFirst,0.0081634521484375,51,51,51,27,BaseMap,True
greedyBestFirst,0.005103349685668945,41,41,33,27,BaseMap,True
AStar,0.006065845489501953,41,41,33,27,BaseMap,True
depthFirst,0.01792168617248535,34,34,35,27,ParabolicMap,True
breadthFirst,0.027106285095214844,679,679,18,27,ParabolicMap,True
bestFirst,0.010625600814819336,34,34,35,27,ParabolicMap,True
greedyBestFirst,0.02533411979675293,61,61,29,27,ParabolicMap,True
AStar,0.029999732971191406,61,61,29,27,ParabolicMap,True
depthFirst,0.002040386199951172,21,40,41,27,VaryingMap,True
breadthFirst,0.01481318473815918,703,1385,0,27,VaryingMap,False
bestFirst,0.025338172912597656,263,263,24,27,VaryingMap,True
greedyBestFirst,0.007539272308349609,44,90,60,27,VaryingMap,True
AStar,0.009145259857177734,48,80,52,27,VaryingMap,True
depthFirst,0.0055065155029296875,284,284,32,27,LimitMap,True
breadthFirst,0.0,174,174,15,27,LimitMap,True
bestFirst,0.00099945068359375,75,75,59,27,LimitMap,True
greedyBestFirst,0.0,17,17,16,27,LimitMap,True
AStar,0.00099945068359375,17,17,16,27,LimitMap,True
depthFirst,0.014284372329711914,1297,2584,0,27,IdealMap,False
breadthFirst,0.01714777946472168,1618,3226,0,27,IdealMap,False
bestFirst,0.05894279479980469,1454,2766,0,27,IdealMap,False
greedyBestFirst,0.03658413887023926,1324,2646,0,27,IdealMap,False
AStar,0.04012346267700195,1361,2663,0,27,IdealMap,False
depthFirst,0.0037000179290771484,42,42,43,27,BaseMap,True
breadthFirst,0.0054433345794677734,304,304,23,27,BaseMap,True
bestFirst,0.003013134002685547,42,42,43,27,BaseMap,True
greedyBestFirst,0.006874799728393555,44,44,29,27,BaseMap,True
AStar,0.009667634963989258,44,44,29,27,BaseMap,True
depthFirst,0.023842811584472656,46,46,47,27,ParabolicMap,True
breadthFirst,0.037940025329589844,992,992,25,27,ParabolicMap,True
bestFirst,0.030278921127319336,46,46,47,27,ParabolicMap,True
greedyBestFirst,0.05448031425476074,78,78,40,27,ParabolicMap,True
AStar,0.05863380432128906,78,78,40,27,ParabolicMap,True
depthFirst,0.002127408981323242,24,51,54,27,VaryingMap,True
breadthFirst,0.015329360961914062,703,1394,0,27,VaryingMap,False
bestFirst,0.03374004364013672,291,291,28,27,VaryingMap,True
greedyBestFirst,0.02179431915283203,54,105,74,27,VaryingMap,True
AStar,0.02311229705810547,61,84,52,27,VaryingMap,True
depthFirst,0.002004861831665039,87,87,71,27,LimitMap,True
breadthFirst,0.00099945068359375,188,188,16,27,LimitMap,True
bestFirst,0.0,26,26,24,27,LimitMap,True
greedyBestFirst,0.0011112689971923828,16,16,17,27,LimitMap,True
AStar,0.0009393692016601562,16,16,17,27,LimitMap,True
depthFirst,0.009689569473266602,935,1845,49,27,IdealMap,True
breadthFirst,0.0075016021728515625,711,1407,32,27,IdealMap,True
bestFirst,0.05688929557800293,1170,1981,30,27,IdealMap,True
greedyBestFirst,0.0,16,36,33,27,IdealMap,True
AStar,0.0010046958923339844,18,38,33,27,IdealMap,True
depthFirst,0.004004478454589844,52,52,53,27,BaseMap,True
breadthFirst,0.004564523696899414,361,361,27,27,BaseMap,True
bestFirst,0.004042863845825195,52,52,53,27,BaseMap,True
greedyBestFirst,0.0228729248046875,60,60,37,27,BaseMap,True
AStar,0.018332242965698242,60,60,37,27,BaseMap,True
depthFirst,0.02066516876220703,50,50,51,27,ParabolicMap,True
breadthFirst,0.043900251388549805,1033,1033,26,27,ParabolicMap,True
bestFirst,0.0250856876373291,50,50,51,27,ParabolicMap,True
greedyBestFirst,0.0445713996887207,56,56,38,27,ParabolicMap,True
AStar,0.05230093002319336,56,56,38,27,ParabolicMap,True
depthFirst,0.003095865249633789,25,53,56,27,VaryingMap,True
breadthFirst,0.014542341232299805,703,1388,0,27,VaryingMap,False
bestFirst,0.031555891036987305,304,304,30,27,VaryingMap,True
greedyBestFirst,0.011666059494018555,49,95,72,27,VaryingMap,True
AStar,0.016369104385375977,60,82,57,27,VaryingMap,True
depthFirst,0.005617380142211914,285,285,23,27,LimitMap,True
breadthFirst,0.0011126995086669922,201,201,17,27,LimitMap,True
bestFirst,0.0030670166015625,219,219,84,27,LimitMap,True
greedyBestFirst,0.0,21,21,20,27,LimitMap,True
AStar,0.0,21,21,20,27,LimitMap,True
depthFirst,0.004525184631347656,320,652,125,27,IdealMap,True
breadthFirst,0.017278671264648438,1532,3064,53,27,IdealMap,True
bestFirst,0.05040168762207031,805,1176,50,27,IdealMap,True
greedyBestFirst,0.0009834766387939453,29,61,54,27,IdealMap,True
AStar,0.0011332035064697266,35,56,43,27,IdealMap,True
depthFirst,0.0019626617431640625,47,47,48,27,BaseMap,True
breadthFirst,0.0050048828125,323,323,25,27,BaseMap,True
bestFirst,0.003005504608154297,47,47,48,27,BaseMap,True
greedyBestFirst,0.009059906005859375,59,59,38,27,BaseMap,True
AStar,0.011076211929321289,59,59,38,27,BaseMap,True
depthFirst,0.01791548728942871,30,30,31,27,ParabolicMap,True
breadthFirst,0.018739938735961914,558,558,16,27,ParabolicMap,True
bestFirst,0.00964808464050293,30,30,31,27,ParabolicMap,True
greedyBestFirst,0.02236628532409668,60,60,27,27,ParabolicMap,True
